"TermTested","TermRostered","DistrictName","SchoolName","Teacher","ClassName","Subject","Course","ASGType","NormsReferenceData","GrowthComparisonPeriod","WIStartTerm","WIEndTerm","OptionalGroupingCategory","OptionGroupingGroup","StudentID","StudentLastName","StudentFirstName","StudentMiddleInitial","StudentGrade","TestDate","StartRIT","StartRITSEM","StartPercentile","StartPercentileSE","StartTestDuration","EndTestDate","EndRIT","EndRITSEM","EndPercentile","EndPercentileSE","EndTestDuration","ProjectedRIT","ProjectedGrowth","ObservedGrowth","ObservedGrowthSE","GrowthIndex","MetGrowthProjection?","ConditionalGrowthIndex","ConditionalGrowthPercentile","PercentageofStudentswhoMetorExceededtheirProjectedRIT","PercentageofProjectedGrowthMet","CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","CountofStudentswhoMetorExceededtheirProjectedGrowth","MedianConditionalGrowthPercentile","OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedRIT","OptionalGroupingOverallPercentageofProjectedRITMet","OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth","OptionalGroupingMedianConditionalGrowthPercentile","StartGrowthandAchievement","EndGrowthandAchievement","ConditionalGrowthPercentileAxis","AchievementPercentileAxis"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Mathematics","Math K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2517734153","RODRIGUEZ","Victoria","T","2","9/12/","197","3.55","55","8.6","63","9/13/","199","3.35","61","8.2","35","201.00","4","2","4.5","-2","No*","-0.44","41","56.2","173.5","17","10","35","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Mathematics","Math K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2559805178","TANG","Henry","B","2","9/1/","170","3.55","5","1.2","114","9/6/","174","3.5","8","2.7","86","172.00","2","4","4.6","2","Yes","0.43","59","46.9","148.3","18","8","37","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Mathematics","Math K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2557572279","XU","Audrey","M","2","","","","","","","9/12/","177","3.51","12","4.7","111","","","","","","","","","56.7","103.9","18","10","62","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Mathematics","Math K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2516533225","YANG","Calvin","N","2","9/9/","196","3.27","53","4.6","115","9/5/","202","3.22","68","7.4","84","198.00","2","6","4.5","4","Yes*","0.89","68","53.9","158.3","19","10","64","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Mathematics","Math K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2574279671","YOUNG","Tony","Z","2","","","","","","","9/11/","185","3.21","25","5.6","67","","","","","","","","","69.6","133.4","21","15","38","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2552980983","CHENG","Brian","P","2","9/8/","175","3.38","28","7.8","50","9/7/","184","3.4","53","8.9","70","179.00","4","9","5.2","5","Yes","0.96","69","53.9","187.9","17","9","53","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2548478684","DAVIS","Liam","F","2","9/6/","179","3.49","39","8.8","66","9/9/","179","3.41","39","5.1","63","181.00","2","0","5.0","-2","No*","-0.4","42","78.2","193.9","15","12","50","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2588864147","DENG","Noah","L","2","9/9/","163","3.22","8","3.0","87","9/3/","162","3.23","7","4.9","50","169.00","6","-1","4.9","-7","No*","-1.43","21","52.2","101.9","15","8","73","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2567337891","DING","Flora","X","2","9/2/","193","3.57","76","5.5","41","9/2/","193","3.42","76","4.5","108","197.00","4","0","4.0","-4","No*","-1.0","30","73.6","190.0","19","14","74","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2598612211","DU","Aaron","J","2","9/15/","177","3.43","33","8.9","96","9/7/","178","3.27","36","4.6","44","179.00","2","1","4.8","-1","No","-0.21","46","45.5","107.6","15","7","36","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2555307111","JACKSON","Holly","X","2","9/2/","186","3.51","58","6.5","57","9/7/","182","3.48","47","6.4","120","188.00","2","-4","4.5","-6","No*","-1.33","23","69.2","125.8","23","16","37","","","","","","Low-G/High-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2599490304","JACKSON","Karen","A","2","9/5/","188","3.46","64","5.9","88","9/1/","199","3.24","87","4.9","62","193.00","5","11","5.3","6","Yes","1.13","73","52.6","129.3","17","9","56","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2520820219","JOHNSON","Owen","N","2","","","","","","","9/9/","176","3.31","31","4.8","76","","","","","","","","","73.5","159.0","17","12","62","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2548824283","LEE","Albert","L","2","","","","","","","9/15/","212","3.34","98","1.1","107","","","","","","","","","66.7","134.0","23","15","41","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2598610233","LI","Jade","H","2","9/9/","169","3.25","16","8.4","52","9/8/","171","3.38","20","9.0","82","171.00","2","2","5.4","0","Yes*","0.0","50","72.7","182.3","25","18","62","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2588387434","LUO","Olivia","G","2","","","","","","","9/14/","183","3.49","50","7.9","69","","","","","","","","","50.9","85.6","18","9","61","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2560527631","MARTINEZ","Derek","S","2","","","","","","","9/2/","195","3.4","80","8.9","45","","","","","","","","","61.1","134.8","16","10","43","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2581625307","PAN","Emma","M","2","9/5/","166","3.59","11","4.3","31","9/7/","170","3.25","18","4.2","57","169.00","3","4","4.0","1","Yes*","0.25","55","60.0","140.8","19","11","39","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2510856822","PENG","Cathy","C","2","9/2/","195","3.51","80","7.4","113","9/10/","199","3.39","87","3.1","107","198.00","3","4","4.6","1","Yes","0.22","54","46.4","193.4","24","11","68","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2583356206","ROBINSON","Melody","X","2","","","","","","","9/11/","179","3.28","39","4.7","97","","","","","","","","","71.2","87.9","20","14","71","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2517734153","RODRIGUEZ","Victoria","T","2","9/4/","166","3.36","11","4.9","88","9/7/","170","3.6","18","6.5","101","168.00","2","4","4.4","2","Yes*","0.45","59","66.4","186.5","19","13","35","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2559805178","TANG","Henry","B","2","9/9/","169","3.36","16","4.7","62","9/10/","178","3.53","36","4.4","109","171.00","2","9","5.1","7","Yes*","1.37","77","72.8","141.8","17","12","65","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2557572279","XU","Audrey","M","2","","","","","","","9/15/","202","3.45","91","4.8","95","","","","","","","","","48.1","121.0","21","10","73","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2516533225","YANG","Calvin","N","2","9/11/","177","3.46","33","7.7","92","9/5/","173","3.56","24","5.8","31","182.00","5","-4","4.3","-9","No","-2.09","8","67.9","87.3","16","11","73","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2574279671","YOUNG","Tony","Z","2","","","","","","","9/1/","169","3.56","16","7.3","53","","","","","","","","","60.3","117.6","24","14","57","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2516249441","CAI","Frank","U","2","","","","","","","9/15/","182","3.21","14","2.4","78","","","","","","","","","66.8","122.1","17","11","68","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2552168966","CHENG","Nathan","K","2","9/4/","197","3.26","57","8.4","70","9/11/","207","3.26","84","5.8","49","200.00","3","10","4.7","7","Yes","1.49","80","45.6","89.7","21","10","57","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2582553061","HE","Zoe","Z","2","","","","","","","9/14/","207","3.53","84","9.0","110","","","","","","","","","75.1","101.4","20","15","60","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2547621248","HU","Lily","V","2","","","","","","","9/1/","198","3.54","60","5.1","50","","","","","","","","","47.2","157.1","17","8","44","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2540620216","KANG","Eva","P","2","","","","","","","9/9/","197","3.41","57","6.4","99","","","","","","","","","59.7","108.5","25","15","48","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2520202996","KING","Ivy","W","2","9/15/","201","3.47","69","5.6","64","9/13/","216","3.44","96","1.9","93","210.00","9","15","4.9","6","Yes","1.22","74","57.5","102.2","22","13","35","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2543096758","KING","Ivy","G","2","9/14/","171","3.57","2","1.1","76","9/13/","171","3.52","2","1.9","48","173.00","2","0","5.4","-2","No","-0.37","43","56.9","184.7","16","9","46","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2598261798","KING","Anna","B","2","9/5/","194","3.45","47","7.0","50","9/4/","203","3.51","75","7.7","47","197.00","3","9","4.9","6","Yes","1.22","74","65.3","152.9","22","14","52","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2581721578","LIU","Alice","M","2","9/4/","212","3.37","92","2.9","43","9/2/","225","3.56","99","2.4","49","217.00","5","13","5.2","8","Yes","1.54","81","48.5","144.9","23","11","49","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2550645509","LUO","Eric","Z","2","9/12/","185","3.26","20","5.7","99","9/4/","187","3.31","25","8.4","60","187.00","2","2","4.5","0","Yes","0.0","50","64.2","80.2","20","13","70","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2568238367","MA","Ruby","T","2","","","","","","","9/8/","202","3.36","72","5.6","54","","","","","","","","","51.8","80.4","19","10","38","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2567774765","MA","Kevin","J","2","9/4/","191","3.58","37","5.7","81","9/8/","188","3.32","28","6.9","33","197.00","6","-3","4.2","-9","No*","-2.14","7","54.3","117.9","24","13","45","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2522283664","MILLER","James","M","2","9/13/","175","3.3","5","2.8","67","9/6/","180","3.44","11","3.2","107","179.00","4","5","5.2","1","Yes*","0.19","54","65.6","170.4","18","12","51","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2588790652","SMITH","Derek","C","2","9/15/","215","3.22","95","1.4","107","9/2/","222","3.53","99","1.4","34","221.00","6","7","5.1","1","Yes","0.2","54","48.5","139.0","17","8","60","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2560987966","SU","Sarah","P","2","9/15/","201","3.51","69","6.5","52","9/15/","202","3.27","72","5.8","67","207.00","6","1","4.8","-5","No","-1.04","29","50.2","93.6","17","9","59","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2564766762","SUN","Jason","M","2","9/5/","190","3.35","34","4.3","108","9/5/","192","3.56","40","8.4","43","192.00","2","2","5.2","0","Yes","0.0","50","49.8","93.8","22","11","56","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2546024950","WU","Nora","F","2","9/8/","205","3.23","80","7.5","115","9/8/","212","3.26","92","3.4","108","212.00","7","7","4.7","0","Yes*","0.0","50","57.2","177.7","18","10","38","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2565540647","XU","May","U","2","9/3/","200","3.24","66","5.5","114","9/5/","211","3.51","91","3.6","33","205.00","5","11","4.8","6","Yes*","1.25","75","46.1","175.0","25","12","55","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2571957885","YU","Brandon","Z","2","","","","","","","9/1/","190","3.31","34","7.1","98","","","","","","","","","52.6","196.7","19","10","66","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2543077929","YUAN","Owen","E","2","9/9/","184","3.36","18","6.9","105","9/5/","190","3.37","34","5.0","74","186.00","2","6","5.3","4","Yes","0.75","65","59.9","198.9","19","11","56","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2516249441","CAI","Frank","U","2","9/6/","209","3.59","98","1.1","49","9/15/","217","3.32","99","1.6","114","215.00","6","8","5.1","2","Yes","0.39","58","74.6","103.4","21","16","36","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2552168966","CHENG","Nathan","K","2","","","","","","","9/14/","150","3.32","5","1.9","32","","","","","","","","","55.7","180.9","22","12","67","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2582553061","HE","Zoe","Z","2","","","","","","","9/8/","134","3.31","1","1.3","57","","","","","","","","","79.4","197.9","17","13","45","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2547621248","HU","Lily","V","2","","","","","","","9/12/","184","3.43","69","5.2","61","","","","","","","","","61.2","166.4","17","10","61","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2540620216","KANG","Eva","P","2","9/11/","166","3.58","27","6.9","85","9/12/","161","3.36","17","6.8","96","171.00","5","-5","4.8","-10","No*","-2.08","8","61.6","88.9","21","13","66","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2520202996","KING","Ivy","W","2","9/4/","173","3.2","43","7.3","59","9/14/","169","3.29","33","5.9","81","180.00","7","-4","4.2","-11","No","-2.62","1","68.1","141.0","19","13","60","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2543096758","KING","Ivy","G","2","","","","","","","9/13/","175","3.43","48","7.7","32","","","","","","","","","48.2","166.1","17","8","43","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2598261798","KING","Anna","B","2","9/15/","168","3.57","31","6.6","113","9/11/","175","3.58","48","4.6","94","173.00","5","7","4.7","2","Yes*","0.43","59","69.3","122.3","24","17","61","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2581721578","LIU","Alice","M","2","9/9/","153","3.38","8","3.3","61","9/7/","153","3.55","8","3.5","79","156.00","3","0","5.5","-3","No","-0.55","39","68.6","185.9","18","12","48","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2550645509","LUO","Eric","Z","2","","","","","","","9/10/","161","3.31","17","7.5","42","","","","","","","","","67.8","141.6","18","12","42","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2568238367","MA","Ruby","T","2","","","","","","","9/9/","184","3.54","69","7.3","116","","","","","","","","","62.4","93.5","18","11","45","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2567774765","MA","Kevin","J","2","","","","","","","9/8/","176","3.51","50","6.3","117","","","","","","","","","68.8","110.6","20","14","74","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2522283664","MILLER","James","M","2","9/1/","181","3.49","62","4.9","74","9/4/","191","3.47","83","6.1","60","183.00","2","10","4.2","8","Yes*","1.9","88","79.6","182.4","24","19","53","","","","","","High-G/High-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2588790652","SMITH","Derek","C","2","","","","","","","9/10/","157","3.34","12","4.7","114","","","","","","","","","68.9","189.1","17","12","45","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2560987966","SU","Sarah","P","2","9/2/","187","3.38","75","6.6","60","9/2/","182","3.47","65","8.5","39","191.00","4","-5","5.4","-9","No","-1.67","17","60.9","85.9","22","13","53","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2564766762","SUN","Jason","M","2","","","","","","","9/15/","155","3.41","9","4.6","64","","","","","","","","","48.5","98.9","15","7","71","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2546024950","WU","Nora","F","2","9/2/","167","3.39","29","4.9","34","9/5/","173","3.58","43","4.8","101","170.00","3","6","4.8","3","Yes*","0.62","62","66.3","113.6","21","14","56","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2565540647","XU","May","U","2","","","","","","","9/13/","154","3.23","8","3.7","57","","","","","","","","","78.1","111.3","20","16","70","","","","","","","Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2571957885","YU","Brandon","Z","2","9/9/","191","3.41","83","5.9","69","9/5/","194","3.38","87","3.6","61","195.00","4","3","4.3","-1","No*","-0.23","45","74.1","142.5","21","16","75","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2543077929","YUAN","Owen","E","2","9/11/","173","3.49","43","6.9","72","9/9/","178","3.54","55","7.9","92","177.00","4","5","4.9","1","Yes*","0.2","54","73.3","112.7","19","14","71","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2516249441","CAI","Frank","U","2","","","","","","","9/4/","205","3.25","75","8.6","80","","","","","","","","","63.5","155.3","16","10","66","","","","","","","High-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2552168966","CHENG","Nathan","K","2","9/6/","178","3.2","13","3.4","51","9/15/","175","3.28","9","4.0","93","184.00","6","-3","4.1","-9","No*","-2.2","6","54.0","164.2","17","9","60","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Fall 2025-2026","Fall 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2024 - Fall 2025","4","4","NONE","","2582553061","HE","Zoe","Z","2","","","","","","","9/9/","197","3.21","55","4.5","107","","","","","","","","","55.2","199.7","20","11","70","","","","","","","High-A","50","50"
