"TermTested","TermRostered","DistrictName","SchoolName","Teacher","ClassName","Subject","Course","ASGType","NormsReferenceData","GrowthComparisonPeriod","WIStartTerm","WIEndTerm","OptionalGroupingCategory","OptionGroupingGroup","StudentID","StudentLastName","StudentFirstName","StudentMiddleInitial","StudentGrade","TestDate","StartRIT","StartRITSEM","StartPercentile","StartPercentileSE","StartTestDuration","EndTestDate","EndRIT","EndRITSEM","EndPercentile","EndPercentileSE","EndTestDuration","ProjectedRIT","ProjectedGrowth","ObservedGrowth","ObservedGrowthSE","GrowthIndex","MetGrowthProjection?","ConditionalGrowthIndex","ConditionalGrowthPercentile","PercentageofStudentswhoMetorExceededtheirProjectedRIT","PercentageofProjectedGrowthMet","CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","CountofStudentswhoMetorExceededtheirProjectedGrowth","MedianConditionalGrowthPercentile","OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedRIT","OptionalGroupingOverallPercentageofProjectedRITMet","OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth","OptionalGroupingMedianConditionalGrowthPercentile","StartGrowthandAchievement","EndGrowthandAchievement","ConditionalGrowthPercentileAxis","AchievementPercentileAxis"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2599490304","JACKSON","Karen","A","2","9/6/","178","3.52","36","7.5","44","5/14/","185","3.35","56","9.0","41","183.00","5","7","5.5","2","Yes*","0.36","57","65.2","190.5","24","16","40","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2520820219","JOHNSON","Owen","N","2","9/8/","179","3.55","39","4.9","107","5/17/","187","3.33","61","4.3","106","191.00","12","8","5.4","-4","No*","-0.74","35","46.3","180.8","24","11","38","","","","","","Low-G/Low-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2548824283","LEE","Albert","L","2","9/6/","214","3.33","99","1.6","46","5/14/","223","3.46","99","2.1","37","221.00","7","9","4.2","2","Yes","0.48","60","73.0","164.5","21","15","41","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2598610233","LI","Jade","H","2","9/6/","171","3.28","20","8.1","62","5/9/","187","3.59","61","7.0","76","181.00","10","16","4.6","6","Yes","1.3","76","78.8","174.9","25","20","50","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2588387434","LUO","Olivia","G","2","9/10/","183","3.25","50","5.1","80","5/19/","189","3.29","67","6.2","81","189.00","6","6","4.9","0","Yes","0.0","50","49.3","171.1","18","9","66","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2560527631","MARTINEZ","Derek","S","2","9/14/","192","3.2","74","8.4","93","5/11/","184","3.24","53","7.9","38","200.00","8","-8","4.9","-16","No*","-3.27","1","79.2","146.3","17","13","55","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2581625307","PAN","Emma","M","2","","","","","","","5/17/","168","3.32","14","2.6","73","","","","","","","","","79.5","151.8","25","20","61","","","","","","","Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2510856822","PENG","Cathy","C","2","9/8/","194","3.37","78","8.9","48","5/10/","201","3.35","90","2.2","32","197.00","3","7","5.1","4","Yes*","0.78","66","54.6","139.5","22","12","62","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2583356206","ROBINSON","Melody","X","2","9/14/","180","3.43","42","4.7","77","5/4/","190","3.6","69","4.3","95","190.00","10","10","4.6","0","Yes","0.0","50","78.1","96.7","16","12","64","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2517734153","RODRIGUEZ","Victoria","T","2","9/2/","155","3.3","2","2.4","78","5/9/","151","3.26","1","1.3","37","165.00","10","-4","5.3","-14","No*","-2.64","1","67.7","128.6","25","17","41","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2559805178","TANG","Henry","B","2","9/6/","173","3.56","24","7.7","116","5/15/","169","3.23","16","8.1","100","185.00","12","-4","5.4","-16","No*","-2.96","1","59.4","135.6","21","12","57","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2557572279","XU","Audrey","M","2","9/5/","198","3.48","86","3.8","92","5/14/","196","3.32","82","8.7","49","205.00","7","-2","4.2","-9","No*","-2.14","7","74.0","97.6","17","13","36","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2516533225","YANG","Calvin","N","2","9/7/","169","3.4","16","8.0","93","5/11/","162","3.39","7","4.9","105","178.00","9","-7","4.2","-16","No","-3.81","1","65.3","150.3","25","16","67","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2G","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2574279671","YOUNG","Tony","Z","2","9/13/","171","3.6","20","8.8","52","5/18/","185","3.53","56","7.9","114","181.00","10","14","5.1","4","Yes","0.78","66","77.8","109.8","15","12","70","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2516249441","CAI","Frank","U","2","9/12/","178","3.22","8","2.5","113","5/20/","189","3.28","31","8.6","61","183.00","5","11","5.1","6","Yes","1.18","74","69.0","121.3","20","14","74","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2552168966","CHENG","Nathan","K","2","9/8/","193","3.21","43","6.7","82","5/14/","191","3.26","37","6.6","96","202.00","9","-2","4.0","-11","No","-2.75","1","61.9","82.3","18","11","35","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2582553061","HE","Zoe","Z","2","9/4/","204","3.28","77","5.5","83","5/17/","211","3.43","91","2.1","103","210.00","6","7","4.5","1","Yes*","0.22","54","70.6","118.9","24","17","61","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2547621248","HU","Lily","V","2","9/8/","193","3.52","43","8.4","105","5/13/","196","3.6","53","8.7","66","200.00","7","3","5.1","-4","No*","-0.78","34","74.6","199.4","16","12","68","","","","","","Low-G/Low-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2540620216","KANG","Eva","P","2","9/6/","197","3.53","57","7.3","35","5/8/","202","3.45","72","9.0","107","204.00","7","5","4.4","-2","No","-0.45","41","72.5","163.5","19","14","51","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2520202996","KING","Ivy","W","2","9/6/","200","3.33","66","9.0","36","5/2/","207","3.33","84","4.9","98","207.00","7","7","4.1","0","Yes","0.0","50","48.5","153.2","18","9","49","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2543096758","KING","Ivy","G","2","9/2/","183","3.55","16","7.1","41","5/7/","183","3.57","16","4.7","93","190.00","7","0","4.4","-7","No*","-1.59","18","61.4","197.7","25","15","53","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2598261798","KING","Anna","B","2","9/15/","190","3.25","34","6.7","102","5/8/","198","3.58","60","8.7","85","196.00","6","8","4.6","2","Yes*","0.43","59","76.5","145.7","24","18","53","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2581721578","LIU","Alice","M","2","9/9/","218","3.49","97","2.4","58","5/20/","218","3.24","97","1.3","40","224.00","6","0","4.6","-6","No","-1.3","24","68.7","191.0","25","17","56","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2550645509","LUO","Eric","Z","2","9/14/","183","3.36","16","8.8","88","5/14/","189","3.32","31","5.3","73","188.00","5","6","4.3","1","Yes","0.23","55","52.0","136.3","15","8","65","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2568238367","MA","Ruby","T","2","9/15/","204","3.34","77","4.7","72","5/19/","214","3.35","94","2.3","120","213.00","9","10","4.0","1","Yes","0.25","55","59.2","160.8","23","14","70","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2567774765","MA","Kevin","J","2","9/9/","191","3.24","37","7.4","36","5/20/","199","3.39","63","7.6","92","198.00","7","8","4.2","1","Yes","0.24","55","54.3","82.7","15","8","51","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2522283664","MILLER","James","M","2","9/7/","185","3.32","20","8.0","88","5/8/","184","3.47","18","5.4","37","190.00","5","-1","4.9","-6","No*","-1.22","26","73.9","157.4","17","13","66","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2588790652","SMITH","Derek","C","2","9/13/","206","3.39","82","7.5","60","5/15/","221","3.44","98","2.6","104","217.00","11","15","4.3","4","Yes*","0.93","69","62.5","120.5","23","14","48","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2560987966","SU","Sarah","P","2","9/11/","205","3.54","80","8.3","82","5/14/","204","3.32","77","7.2","68","213.00","8","-1","4.8","-9","No*","-1.88","12","54.6","168.8","17","9","70","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2564766762","SUN","Jason","M","2","9/6/","202","3.31","72","4.6","49","5/13/","204","3.41","77","4.1","116","207.00","5","2","4.4","-3","No","-0.68","36","65.9","111.7","19","13","45","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2546024950","WU","Nora","F","2","9/12/","205","3.45","80","4.6","55","5/13/","216","3.29","96","1.5","49","214.00","9","11","5.5","2","Yes","0.36","57","51.9","115.7","15","8","39","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2565540647","XU","May","U","2","9/15/","194","3.37","47","4.9","102","5/1/","204","3.43","77","4.7","50","203.00","9","10","4.2","1","Yes*","0.24","55","46.1","115.1","24","11","43","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2571957885","YU","Brandon","Z","2","9/10/","193","3.57","43","4.6","42","5/18/","186","3.56","23","5.0","109","202.00","9","-7","5.3","-16","No*","-3.02","1","65.3","122.0","18","12","41","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2543077929","YUAN","Owen","E","2","9/3/","181","3.38","12","3.2","102","5/20/","189","3.36","31","5.6","58","190.00","9","8","5.2","-1","No","-0.19","46","52.9","157.1","19","10","54","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2516249441","CAI","Frank","U","2","9/1/","208","3.3","98","2.9","67","5/4/","209","3.34","98","2.2","99","217.00","9","1","5.4","-8","No","-1.48","20","78.4","98.3","15","12","69","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2552168966","CHENG","Nathan","K","2","9/9/","142","3.25","2","2.7","51","5/14/","153","3.53","8","4.5","83","149.00","7","11","4.2","4","Yes*","0.95","69","79.6","172.3","25","20","39","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2582553061","HE","Zoe","Z","2","9/13/","133","3.55","1","1.5","72","5/12/","131","3.49","1","2.9","48","143.00","10","-2","4.5","-12","No*","-2.67","1","49.9","106.6","19","9","41","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2547621248","HU","Lily","V","2","9/5/","192","3.54","84","6.5","79","5/17/","205","3.42","97","1.8","52","200.00","8","13","4.0","5","Yes*","1.25","75","60.7","139.7","25","15","43","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2540620216","KANG","Eva","P","2","9/12/","164","3.3","23","8.9","51","5/6/","161","3.43","17","5.5","42","171.00","7","-3","4.1","-10","No*","-2.44","1","48.0","86.0","18","9","68","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2520202996","KING","Ivy","W","2","9/10/","169","3.21","33","6.0","39","5/16/","166","3.33","27","5.5","99","181.00","12","-3","5.2","-15","No","-2.88","1","71.2","136.6","22","16","54","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2543096758","KING","Ivy","G","2","9/5/","182","3.56","65","8.3","39","5/18/","196","3.56","89","2.4","98","192.00","10","14","4.8","4","Yes","0.83","67","76.0","123.7","20","15","51","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2598261798","KING","Anna","B","2","9/3/","164","3.59","23","5.8","104","5/1/","180","3.55","60","8.7","80","176.00","12","16","4.9","4","Yes","0.82","66","48.3","98.1","24","12","59","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2581721578","LIU","Alice","M","2","9/2/","154","3.22","8","4.4","114","5/20/","149","3.46","5","2.7","87","161.00","7","-5","5.1","-12","No*","-2.35","3","58.7","169.0","21","12","35","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2550645509","LUO","Eric","Z","2","9/7/","160","3.54","16","8.3","104","5/8/","174","3.22","45","7.8","61","169.00","9","14","5.2","5","Yes","0.96","69","58.5","89.5","22","13","39","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2568238367","MA","Ruby","T","2","9/12/","183","3.26","67","5.4","91","5/14/","185","3.31","71","4.1","50","191.00","8","2","4.0","-6","No*","-1.5","20","73.5","157.8","25","18","70","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2567774765","MA","Kevin","J","2","9/6/","170","3.53","35","5.9","49","5/12/","181","3.33","62","6.7","62","179.00","9","11","5.4","2","Yes","0.37","57","60.1","189.0","21","13","53","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2522283664","MILLER","James","M","2","9/5/","184","3.55","69","5.3","41","5/7/","182","3.51","65","6.2","84","190.00","6","-2","4.5","-8","No","-1.78","14","54.4","153.0","22","12","63","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2588790652","SMITH","Derek","C","2","9/12/","158","3.38","13","2.4","72","5/14/","156","3.56","11","2.6","40","167.00","9","-2","4.6","-11","No*","-2.39","2","78.4","89.6","18","14","37","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2560987966","SU","Sarah","P","2","9/10/","185","3.26","71","7.1","98","5/11/","200","3.54","93","4.6","99","194.00","9","15","4.0","6","Yes*","1.5","80","47.9","106.7","17","8","46","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2564766762","SUN","Jason","M","2","9/5/","150","3.33","5","2.0","104","5/5/","163","3.48","21","7.8","43","155.00","5","13","5.0","8","Yes","1.6","82","68.7","146.2","17","12","68","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2546024950","WU","Nora","F","2","9/4/","148","3.46","4","3.0","73","5/13/","159","3.57","14","2.3","65","155.00","7","11","4.5","4","Yes","0.89","68","48.5","198.0","16","8","64","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2565540647","XU","May","U","2","9/12/","146","3.31","3","1.0","111","5/11/","145","3.55","3","2.6","107","154.00","8","-1","5.4","-9","No","-1.67","17","67.2","191.7","24","16","55","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2571957885","YU","Brandon","Z","2","9/1/","189","3.28","79","8.5","85","5/14/","202","3.56","95","2.2","79","197.00","8","13","4.9","5","Yes","1.02","70","48.0","116.4","18","9","48","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2543077929","YUAN","Owen","E","2","9/4/","181","3.45","62","8.7","46","5/12/","188","3.52","77","9.0","97","188.00","7","7","4.6","0","Yes*","0.0","50","72.2","165.0","15","11","74","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2516249441","CAI","Frank","U","2","9/2/","203","3.35","70","7.8","102","5/18/","217","3.52","93","3.6","45","213.00","10","14","5.1","4","Yes","0.78","66","46.4","164.2","21","10","50","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2552168966","CHENG","Nathan","K","2","9/4/","162","3.59","1","2.9","57","5/5/","175","3.55","9","3.8","107","173.00","11","13","4.5","2","Yes*","0.44","59","70.5","101.0","22","16","75","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2582553061","HE","Zoe","Z","2","9/5/","195","3.25","50","7.8","117","5/16/","204","3.46","73","8.1","115","200.00","5","9","4.3","4","Yes","0.93","69","74.8","114.2","18","13","72","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2547621248","HU","Lily","V","2","9/1/","192","3.3","42","9.0","92","5/19/","191","3.33","39","8.9","37","201.00","9","-1","5.3","-10","No*","-1.89","12","75.3","103.1","24","18","52","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2540620216","KANG","Eva","P","2","9/9/","182","3.23","19","5.3","92","5/10/","179","3.51","14","4.0","42","191.00","9","-3","4.3","-12","No","-2.79","1","65.0","197.6","25","16","51","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2520202996","KING","Ivy","W","2","9/9/","212","3.53","87","2.6","88","5/17/","229","3.35","99","2.5","75","221.00","9","17","4.9","8","Yes","1.63","83","78.7","138.5","21","17","44","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2543096758","KING","Ivy","G","2","9/3/","190","3.55","37","6.5","30","5/10/","195","3.26","50","7.3","119","199.00","9","5","4.5","-4","No*","-0.89","32","50.4","112.8","21","11","59","","","","","","Low-G/Low-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Foster, James","G2P","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2598261798","KING","Anna","B","2","9/8/","186","3.34","27","7.1","64","5/3/","185","3.39","25","5.3","56","190.00","4","-1","5.2","-5","No*","-0.96","31","56.9","110.8","19","11","52","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
