"TermTested","TermRostered","DistrictName","SchoolName","Teacher","ClassName","Subject","Course","ASGType","NormsReferenceData","GrowthComparisonPeriod","WIStartTerm","WIEndTerm","OptionalGroupingCategory","OptionGroupingGroup","StudentID","StudentLastName","StudentFirstName","StudentMiddleInitial","StudentGrade","TestDate","StartRIT","StartRITSEM","StartPercentile","StartPercentileSE","StartTestDuration","EndTestDate","EndRIT","EndRITSEM","EndPercentile","EndPercentileSE","EndTestDuration","ProjectedRIT","ProjectedGrowth","ObservedGrowth","ObservedGrowthSE","GrowthIndex","MetGrowthProjection?","ConditionalGrowthIndex","ConditionalGrowthPercentile","PercentageofStudentswhoMetorExceededtheirProjectedRIT","PercentageofProjectedGrowthMet","CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","CountofStudentswhoMetorExceededtheirProjectedGrowth","MedianConditionalGrowthPercentile","OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedRIT","OptionalGroupingOverallPercentageofProjectedRITMet","OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth","OptionalGroupingMedianConditionalGrowthPercentile","StartGrowthandAchievement","EndGrowthandAchievement","ConditionalGrowthPercentileAxis","AchievementPercentileAxis"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Green, Amanda","G3B","Science","Science K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2553995720","TIAN","Owen","M","3","9/12/","184","3.33","31","5.0","41","1/16/","187","3.26","42","5.3","111","186.00","2","3","4.0","1","Yes","0.25","55","74.8","162.3","16","12","44","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Green, Amanda","G3B","Science","Science K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2598007006","WEI","Stephanie","H","3","","","","","","","1/11/","190","3.5","54","5.7","109","","","","","","","","","48.4","128.7","18","9","73","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Green, Amanda","G3B","Science","Science K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2552279780","WEI","Wendy","L","3","9/6/","204","3.29","93","3.0","105","1/18/","198","3.33","82","8.9","72","211.00","7","-6","5.1","-13","No","-2.55","1","76.8","130.6","24","18","74","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Green, Amanda","G3B","Science","Science K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2529109045","YANG","Selina","H","3","9/11/","187","3.38","42","5.3","66","1/21/","201","3.32","88","2.8","97","195.00","8","14","4.2","6","Yes*","1.43","79","70.0","163.7","23","16","62","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Green, Amanda","G3B","Science","Science K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2559350218","ZHU","Eric","V","3","","","","","","","1/9/","193","3.25","66","8.3","97","","","","","","","","","51.4","167.3","19","10","68","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2534134478","ALLEN","David","H","3","","","","","","","1/21/","219","3.35","94","3.0","90","","","","","","","","","62.7","159.4","22","14","48","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2549529438","CHEN","Evan","Z","3","9/15/","198","3.31","43","6.2","57","1/6/","209","3.41","77","5.7","100","201.00","3","11","5.3","8","Yes*","1.51","80","73.6","136.9","16","12","56","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2597729428","DAVIS","Jake","F","3","9/13/","188","3.5","16","8.2","73","1/12/","190","3.29","20","8.9","31","190.00","2","2","5.2","0","Yes","0.0","50","51.6","134.4","25","13","69","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2534814337","FAN","Zoe","F","3","9/8/","193","3.42","28","4.7","86","1/26/","205","3.35","66","7.3","32","198.00","5","12","4.2","7","Yes","1.67","83","73.5","112.0","18","13","60","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2553431355","GAO","Jason","V","3","9/1/","214","3.4","88","2.2","53","1/16/","216","3.42","91","3.2","66","218.00","4","2","5.3","-2","No","-0.38","42","56.3","194.0","17","10","35","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2549166271","HU","Noah","K","3","9/9/","218","3.34","93","4.7","120","1/13/","229","3.31","99","1.5","97","224.00","6","11","5.4","5","Yes*","0.93","69","53.0","83.7","20","11","51","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2582494408","JIANG","Karen","K","3","","","","","","","1/7/","209","3.5","77","5.0","91","","","","","","","","","49.8","120.3","23","11","74","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2552710350","LEWIS","Marcus","D","3","9/7/","194","3.39","31","7.8","49","1/7/","192","3.34","25","5.8","88","196.00","2","-2","5.2","-4","No*","-0.77","35","47.3","97.4","24","11","44","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2588381665","MA","Lucas","H","3","9/13/","208","3.35","75","8.7","67","1/21/","218","3.35","93","4.2","99","210.00","2","10","4.8","8","Yes*","1.67","83","65.3","143.1","23","15","38","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2560142505","MA","Hazel","L","3","","","","","","","1/22/","226","3.34","98","1.4","43","","","","","","","","","59.1","184.9","23","14","36","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2518273096","MA","Derek","C","3","9/8/","203","3.22","60","4.2","34","1/25/","200","3.31","50","6.4","63","209.00","6","-3","4.5","-9","No","-2.0","10","55.0","138.3","15","8","49","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2510171954","MILLER","Tyler","P","3","","","","","","","1/24/","199","3.4","47","8.7","100","","","","","","","","","70.6","145.3","18","13","47","","","","","","","Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2575390879","RODRIGUEZ","Melody","Z","3","9/5/","203","3.43","60","6.9","59","1/28/","203","3.2","60","7.1","120","209.00","6","0","4.9","-6","No*","-1.22","26","79.1","155.8","21","17","47","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2512674689","SU","Amy","W","3","","","","","","","1/27/","222","3.25","97","1.4","45","","","","","","","","","69.0","197.5","18","12","38","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2595387542","SU","Ray","R","3","9/5/","185","3.25","11","3.7","62","1/11/","189","3.23","18","6.4","34","187.00","2","4","4.8","2","Yes","0.42","58","58.9","138.4","16","9","42","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2558429638","SUN","Justin","K","3","9/2/","214","3.44","88","4.5","95","1/26/","225","3.29","98","1.0","107","218.00","4","11","4.3","7","Yes*","1.63","83","70.8","147.2","16","11","46","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2557201978","TANG","Ben","S","3","9/4/","216","3.42","91","3.4","67","1/10/","215","3.32","89","2.4","60","220.00","4","-1","4.2","-5","No*","-1.19","26","76.6","143.8","25","19","50","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2574355957","WILSON","Lucas","C","3","","","","","","","1/22/","212","3.21","84","5.3","87","","","","","","","","","72.5","93.6","15","11","47","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2539448924","XIE","Luna","F","3","9/4/","189","3.35","18","5.7","84","1/7/","195","3.21","34","6.5","109","191.00","2","6","4.3","4","Yes*","0.93","69","63.6","108.2","21","13","43","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2560393104","ZHOU","Albert","U","3","9/2/","197","3.48","40","6.8","94","1/14/","207","3.39","72","8.9","74","204.00","7","10","5.1","3","Yes","0.59","62","52.0","184.7","15","8","58","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2534134478","ALLEN","David","H","3","","","","","","","1/21/","194","3.31","66","5.1","46","","","","","","","","","46.4","153.6","21","10","61","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2549529438","CHEN","Evan","Z","3","9/12/","203","3.39","84","5.4","91","1/12/","215","3.38","96","1.4","79","209.00","6","12","5.2","6","Yes","1.15","73","64.9","173.3","23","15","41","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2597729428","DAVIS","Jake","F","3","9/14/","158","3.34","2","2.3","79","1/6/","157","3.24","2","2.5","105","160.00","2","-1","5.1","-3","No*","-0.59","38","64.8","132.9","23","15","36","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2534814337","FAN","Zoe","F","3","9/15/","183","3.25","37","8.1","118","1/20/","193","3.44","63","7.4","116","185.00","2","10","5.5","8","Yes*","1.45","79","70.8","83.6","25","18","57","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2553431355","GAO","Jason","V","3","9/3/","197","3.34","73","6.1","89","1/7/","211","3.24","94","2.8","77","203.00","6","14","4.9","8","Yes","1.63","83","54.0","159.4","18","10","40","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2549166271","HU","Noah","K","3","9/6/","168","3.35","9","2.2","103","1/22/","175","3.36","19","5.5","46","171.00","3","7","5.3","4","Yes","0.75","65","65.5","128.9","19","12","61","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2582494408","JIANG","Karen","K","3","9/5/","200","3.27","79","8.4","51","1/23/","199","3.3","77","4.2","77","206.00","6","-1","4.5","-7","No*","-1.56","19","71.7","108.4","17","12","35","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2552710350","LEWIS","Marcus","D","3","9/1/","180","3.27","30","8.6","61","1/25/","179","3.41","27","4.8","103","183.00","3","-1","4.7","-4","No*","-0.85","33","54.4","158.2","19","10","39","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2588381665","MA","Lucas","H","3","9/12/","194","3.37","66","7.4","77","1/9/","191","3.49","58","5.0","108","196.00","2","-3","4.7","-5","No","-1.06","29","54.5","187.6","22","12","37","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2560142505","MA","Hazel","L","3","9/14/","196","3.27","70","8.7","110","1/22/","194","3.38","66","6.8","77","201.00","5","-2","4.7","-7","No","-1.49","20","52.1","115.8","17","9","57","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2518273096","MA","Derek","C","3","9/3/","192","3.39","61","6.5","31","1/28/","191","3.42","58","5.1","79","194.00","2","-1","5.4","-3","No","-0.56","39","72.1","147.4","19","14","40","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2510171954","MILLER","Tyler","P","3","9/5/","169","3.43","10","4.6","100","1/22/","176","3.36","21","6.3","46","175.00","6","7","4.9","1","Yes","0.2","54","53.2","103.1","16","9","71","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2575390879","RODRIGUEZ","Melody","Z","3","","","","","","","1/25/","176","3.26","21","6.9","54","","","","","","","","","48.7","175.9","24","12","48","","","","","","","Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2512674689","SU","Amy","W","3","9/10/","205","3.31","87","4.6","111","1/10/","214","3.46","96","1.4","117","209.00","4","9","5.4","5","Yes","0.93","69","49.6","159.0","21","10","50","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2595387542","SU","Ray","R","3","","","","","","","1/20/","196","3.24","70","4.8","30","","","","","","","","","46.3","122.9","20","9","55","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2558429638","SUN","Justin","K","3","9/12/","182","3.37","34","6.2","73","1/9/","181","3.47","32","7.8","47","185.00","3","-1","4.7","-4","No*","-0.85","33","45.5","168.9","17","8","64","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2557201978","TANG","Ben","S","3","9/2/","192","3.38","61","8.4","65","1/17/","201","3.43","81","6.2","80","195.00","3","9","4.7","6","Yes","1.28","76","73.0","145.8","21","15","48","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2574355957","WILSON","Lucas","C","3","9/6/","205","3.32","87","2.8","68","1/17/","216","3.27","97","1.6","34","213.00","8","11","4.1","3","Yes*","0.73","65","54.7","142.9","15","8","53","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2539448924","XIE","Luna","F","3","9/6/","183","3.24","37","5.6","33","1/17/","194","3.46","66","4.3","52","187.00","4","11","5.4","7","Yes*","1.3","76","61.5","142.2","15","9","47","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2560393104","ZHOU","Albert","U","3","9/10/","163","3.47","5","2.3","57","1/20/","161","3.25","4","2.7","70","169.00","6","-2","5.5","-8","No*","-1.45","21","57.9","142.4","16","9","71","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2534134478","ALLEN","David","H","3","9/6/","202","3.44","50","6.4","38","1/10/","199","3.24","40","6.4","116","206.00","4","-3","5.4","-7","No","-1.3","24","55.9","118.5","24","13","49","","","","","","Low-G/High-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2549529438","CHEN","Evan","Z","3","","","","","","","1/22/","191","3.31","18","8.3","62","","","","","","","","","46.3","109.0","19","9","49","","","","","","","Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2597729428","DAVIS","Jake","F","3","9/8/","231","3.23","99","1.4","47","1/11/","231","3.47","99","2.9","84","233.00","2","0","5.4","-2","No","-0.37","43","48.9","199.9","16","8","59","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2534814337","FAN","Zoe","F","3","9/14/","215","3.45","86","2.9","33","1/19/","212","3.34","80","7.2","73","219.00","4","-3","5.4","-7","No*","-1.3","24","51.6","96.7","23","12","60","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2553431355","GAO","Jason","V","3","9/8/","176","3.36","2","2.9","52","1/27/","173","3.33","1","1.0","84","181.00","5","-3","5.0","-8","No*","-1.6","18","50.3","162.7","16","8","61","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2549166271","HU","Noah","K","3","9/8/","204","3.27","57","4.8","76","1/23/","207","3.49","66","8.4","92","211.00","7","3","4.4","-4","No","-0.91","32","59.7","140.5","25","15","57","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2582494408","JIANG","Karen","K","3","9/12/","212","3.32","80","5.7","50","1/23/","216","3.24","88","2.8","31","216.00","4","4","5.0","0","Yes","0.0","50","54.2","142.6","19","10","67","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2552710350","LEWIS","Marcus","D","3","","","","","","","1/17/","210","3.38","75","4.7","93","","","","","","","","","70.4","176.6","18","13","59","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2588381665","MA","Lucas","H","3","","","","","","","1/13/","227","3.31","98","2.2","116","","","","","","","","","53.1","117.5","16","8","52","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2560142505","MA","Hazel","L","3","9/8/","213","3.22","82","5.0","120","1/8/","218","3.48","91","4.8","47","216.00","3","5","4.2","2","Yes*","0.48","60","54.2","149.1","18","10","35","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2518273096","MA","Derek","C","3","9/3/","185","3.27","8","3.7","59","1/25/","187","3.4","11","3.7","61","189.00","4","2","5.4","-2","No*","-0.37","43","60.1","119.3","16","10","62","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2510171954","MILLER","Tyler","P","3","","","","","","","1/7/","205","3.38","60","8.8","54","","","","","","","","","74.4","116.6","15","11","58","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2575390879","RODRIGUEZ","Melody","Z","3","9/9/","217","3.27","89","3.1","69","1/15/","226","3.23","98","1.7","67","219.00","2","9","4.1","7","Yes*","1.71","84","63.3","162.9","19","12","50","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2512674689","SU","Amy","W","3","9/4/","220","3.43","93","3.9","38","1/6/","218","3.43","91","3.2","48","225.00","5","-2","4.2","-7","No*","-1.67","17","67.1","122.3","22","15","74","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2595387542","SU","Ray","R","3","9/1/","223","3.42","96","1.5","91","1/13/","223","3.46","96","2.0","76","227.00","4","0","4.2","-4","No*","-0.95","31","66.2","105.8","20","13","74","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2558429638","SUN","Justin","K","3","9/10/","199","3.25","40","5.3","32","1/21/","207","3.24","66","5.8","42","205.00","6","8","4.6","2","Yes","0.43","59","61.3","121.8","22","13","57","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2557201978","TANG","Ben","S","3","9/5/","204","3.47","57","7.7","100","1/18/","203","3.39","53","6.4","71","209.00","5","-1","5.3","-6","No*","-1.13","27","74.8","118.4","23","17","74","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2574355957","WILSON","Lucas","C","3","9/15/","211","3.39","77","8.8","115","1/22/","215","3.33","86","2.6","111","213.00","2","4","4.9","2","Yes*","0.41","58","68.1","138.6","24","16","71","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Harris, Daniel","G3G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2539448924","XIE","Luna","F","3","","","","","","","1/13/","223","3.24","96","2.6","112","","","","","","","","","56.9","190.4","18","10","75","","","","","","","High-A","50","50"
